2025-12-28 16:44:45 | INFO | [a2dcb7af-0d21-42d3-8871-2ac218bd996e] | backend.llm.mock | [MOCK RESPONSE] Generating response for: analyst_agent
2025-12-28 16:46:34 | WARNING | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:46:34 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:46:34 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'ArchivistAgent' -> 'archivist_agent'
2025-12-28 16:46:34 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MOCK RESPONSE] Generating response for: archivist_agent
2025-12-28 16:46:34 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] No specific mock found for 'archivist_agent'. Returning generic fallback.
2025-12-28 16:46:34 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | _update_state [id=2335970246432] Setting step_archivist
2025-12-28 16:46:34 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [ArchivistAgent] Updated state.step_archivist
2025-12-28 16:46:34 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [ArchivistAgent] Lifecycle Hook: post_process
2025-12-28 16:46:34 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [ArchivistAgent] Execution completed.
2025-12-28 16:46:34 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Running step: JudgeAgent (Step ID: step_judge_cognitive)
2025-12-28 16:46:34 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Configured JudgeAgent with gemini/gemini-3-pro-preview (Provider: google)
2025-12-28 16:46:36 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_judge_cognitive (Length: 24 parts)
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [JudgeAgent] Starting execution...
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [JudgeAgent] Lifecycle Hook: prepare_context
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [JudgeAgent] >>> EXECUTION START <<<
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [JudgeAgent] MODEL: gemini/gemini-3-pro-preview | TEMP: 0.5 | TOKENS: 16384
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000021FE0687200>, 'output_key': 'step_judge_cognitive', 'mock_identity': 'JudgeAgent'}
2025-12-28 16:46:36 | WARNING | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'JudgeAgent' -> 'judge_agent'
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MOCK RESPONSE] Generating response for: judge_agent
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] No specific mock found for 'judge_agent'. Returning generic fallback.
2025-12-28 16:46:36 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | _update_state [id=2335970246432] Setting step_judge_cognitive
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [JudgeAgent] Updated state.step_judge_cognitive
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [JudgeAgent] Lifecycle Hook: post_process
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.judge | [JudgeAgent] Running calculate_final_scores...
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.hooks.scoring | [ScoringHook] Total Score: 10/12 (Avg: 3.33)
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [JudgeAgent] Execution completed.
2025-12-28 16:46:36 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Running step: CoachAgent (Step ID: step_coach)
2025-12-28 16:46:36 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Configured CoachAgent with gemini/gemini-3-pro-preview (Provider: google)
2025-12-28 16:46:38 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_coach (Length: 24 parts)
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CoachAgent] Starting execution...
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CoachAgent] Lifecycle Hook: prepare_context
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.coach | [CoachAgent] Loaded 335 concepts and 196 references from Unified Database.
2025-12-28 16:46:38 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CoachAgent] Appended dynamic context.
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CoachAgent] >>> EXECUTION START <<<
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CoachAgent] MODEL: gemini/gemini-3-pro-preview | TEMP: 0.5 | TOKENS: 16384
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000021FE0687200>, 'output_key': 'step_coach', 'mock_identity': 'CoachAgent'}
2025-12-28 16:46:38 | WARNING | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'CoachAgent' -> 'coach_agent'
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MOCK RESPONSE] Generating response for: coach_agent
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] No specific mock found for 'coach_agent'. Returning generic fallback.
2025-12-28 16:46:38 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | _update_state [id=2335970246432] Setting step_coach
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CoachAgent] Updated state.step_coach
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CoachAgent] Lifecycle Hook: post_process
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.coach | [CoachAgent] Running enrich_learning_plan hook...
2025-12-28 16:46:38 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.models.state | to_flat_dict [id=2335970246432] check - step_judge_cognitive: True
2025-12-28 16:46:38 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.models.state | to_flat_dict [id=2335970246432] check - step_judge: False
2025-12-28 16:46:38 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.models.state | to_flat_dict [id=2335970246432] check - aux_data keys: ['banned_phrases', 'sanitization_log', 'score_summary', 'calculated_average', 'penalties_applied']
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.hooks.references | [ReferenceHook] Scan complete. Found 4 unique references.
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.coach | [CoachAgent] Populated bibliography with 4 references found in global state.
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CoachAgent] Execution completed.
2025-12-28 16:46:38 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Running step: XAIReporterAgent (Step ID: step_xai)
2025-12-28 16:46:38 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Configured XAIReporterAgent with gemini/gemini-3-flash-preview (Provider: google)
2025-12-28 16:46:40 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_xai (Length: 23 parts)
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [XAIReporterAgent] Starting execution...
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [XAIReporterAgent] Lifecycle Hook: prepare_context
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [XAIReporterAgent] >>> EXECUTION START <<<
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [XAIReporterAgent] MODEL: gemini/gemini-3-flash-preview | TEMP: 0.7 | TOKENS: 16384
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000021FE0687200>, 'output_key': 'step_reporter', 'mock_identity': 'XAIReporterAgent'}
2025-12-28 16:46:40 | WARNING | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'XAIReporterAgent' -> 'xai_agent'
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MOCK RESPONSE] Generating response for: xai_agent
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] No specific mock found for 'xai_agent'. Returning generic fallback.
2025-12-28 16:46:40 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | _update_state [id=2335970246432] Setting step_reporter
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [XAIReporterAgent] Updated state.step_reporter
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [XAIReporterAgent] Lifecycle Hook: post_process
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.xai | [XAIReporterAgent] Running post_process hook...
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.hooks.reporting | [ReportingHook] Generating report...
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.hooks.reporting | [ReportingHook] Report generated and saved to step_reporter.xai_report_formatted
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [XAIReporterAgent] Execution completed.
2025-12-28 16:46:40 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.engine | [WorkflowEngine] Execution 3d7f5293-aa0c-4209-9511-189a3782d621 completed successfully.
2025-12-28 16:46:40 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.models.state | to_flat_dict [id=2335970246432] check - step_judge_cognitive: True
2025-12-28 16:46:40 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.models.state | to_flat_dict [id=2335970246432] check - step_judge: False
2025-12-28 16:46:40 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.models.state | to_flat_dict [id=2335970246432] check - aux_data keys: ['banned_phrases', 'sanitization_log', 'score_summary', 'calculated_average', 'penalties_applied']
2025-12-28 16:47:51 | DEBUG | [SYSTEM] | asyncio | Using proactor: IocpProactor
2025-12-28 16:47:55 | INFO | [SYSTEM] | root | Logging configured. Writing to: C:\Users\risto\OneDrive\quorum\backend_debug.log
2025-12-28 16:47:55 | INFO | [SYSTEM] | backend.bootstrap | ==================================================
2025-12-28 16:47:55 | INFO | [SYSTEM] | backend.bootstrap |    Cognitive Quorum Backend v0.2.0
2025-12-28 16:47:55 | INFO | [SYSTEM] | backend.bootstrap |    Startup Time: 2025-12-28 16:47:55
2025-12-28 16:47:55 | INFO | [SYSTEM] | backend.bootstrap | ==================================================
2025-12-28 16:47:55 | INFO | [SYSTEM] | backend.bootstrap |    [CONFIG] Database Path: C:\Users\risto\OneDrive\quorum\backend\database\db_mock.json
2025-12-28 16:47:55 | INFO | [SYSTEM] | backend.bootstrap |    [CONFIG] Model Strategy: Database Controlled
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.bootstrap | !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.bootstrap |    [INFO] OPERATING IN MOCK LLM MODE
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.bootstrap |    [INFO] No external API calls will be made.
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.bootstrap | !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2025-12-28 16:47:55 | INFO | [SYSTEM] | backend.bootstrap |    [CONFIG] Google Search: ENABLED (Key: ...6-Yc)
2025-12-28 16:47:55 | INFO | [SYSTEM] | backend.bootstrap | ==================================================
2025-12-28 16:47:55 | INFO | [SYSTEM] | backend.bootstrap |    [INFO] Using Mock Models list.
2025-12-28 16:47:55 | INFO | [SYSTEM] | backend.bootstrap |    [INFO] Warming up Engine Singleton...
2025-12-28 16:47:55 | INFO | [SYSTEM] | backend.dependencies | [Dependencies] Initializing Singleton DB Client...
2025-12-28 16:47:55 | INFO | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Loading agents via AgentFactory...
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:47:55 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:47:55 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered GuardAgent (from backend.agents.guard)
2025-12-28 16:47:55 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered AnalystAgent (from backend.agents.analyst)
2025-12-28 16:47:55 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered InteractionAnalystAgent (from backend.agents.interaction)
2025-12-28 16:47:55 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered ProfilerAgent (from backend.agents.profiler)
2025-12-28 16:47:56 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered LogicianAgent (from backend.agents.logician)
2025-12-28 16:47:56 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered LogicalFalsifierAgent (from backend.agents.critics)
2025-12-28 16:47:56 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered FactualOverseerAgent (from backend.agents.critics)
2025-12-28 16:47:56 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered CausalAnalystAgent (from backend.agents.critics)
2025-12-28 16:47:56 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered PerformativityDetectorAgent (from backend.agents.critics)
2025-12-28 16:47:56 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered ArchivistAgent (from backend.agents.archivist)
2025-12-28 16:47:56 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered JudgeAgent (from backend.agents.judge)
2025-12-28 16:47:56 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered CoachAgent (from backend.agents.coach)
2025-12-28 16:47:56 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered XAIReporterAgent (from backend.agents.xai)
2025-12-28 16:47:56 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered PanelAgent (from backend.agents.panel)
2025-12-28 16:47:56 | INFO | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Successfully loaded and registered 14 agents.
2025-12-28 16:47:56 | INFO | [SYSTEM] | backend.dependencies | [Dependencies] Initializing Singleton WorkflowEngine...
2025-12-28 16:47:57 | INFO | [SYSTEM] | backend.core.engine | [WorkflowEngine] initialized with DB at C:\Users\risto\OneDrive\quorum\backend\database\db_mock.json
2025-12-28 16:47:57 | INFO | [SYSTEM] | backend.bootstrap |    [INFO] Engine Ready.
2025-12-28 16:47:57 | INFO | [SYSTEM] | backend.bootstrap |    [INFO] Checking for interrupted jobs...
2025-12-28 16:47:57 | INFO | [SYSTEM] | backend.core.engine | [WorkflowEngine] Scanning for interrupted jobs...
2025-12-28 16:48:15 | DEBUG | [SYSTEM] | asyncio | Using proactor: IocpProactor
2025-12-28 16:48:19 | INFO | [SYSTEM] | root | Logging configured. Writing to: C:\Users\risto\OneDrive\quorum\backend_debug.log
2025-12-28 16:48:19 | INFO | [SYSTEM] | backend.bootstrap | ==================================================
2025-12-28 16:48:19 | INFO | [SYSTEM] | backend.bootstrap |    Cognitive Quorum Backend v0.2.0
2025-12-28 16:48:19 | INFO | [SYSTEM] | backend.bootstrap |    Startup Time: 2025-12-28 16:48:19
2025-12-28 16:48:19 | INFO | [SYSTEM] | backend.bootstrap | ==================================================
2025-12-28 16:48:19 | INFO | [SYSTEM] | backend.bootstrap |    [CONFIG] Database Path: C:\Users\risto\OneDrive\quorum\backend\database\db_mock.json
2025-12-28 16:48:19 | INFO | [SYSTEM] | backend.bootstrap |    [CONFIG] Model Strategy: Database Controlled
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.bootstrap | !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.bootstrap |    [INFO] OPERATING IN MOCK LLM MODE
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.bootstrap |    [INFO] No external API calls will be made.
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.bootstrap | !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2025-12-28 16:48:19 | INFO | [SYSTEM] | backend.bootstrap |    [CONFIG] Google Search: ENABLED (Key: ...6-Yc)
2025-12-28 16:48:19 | INFO | [SYSTEM] | backend.bootstrap | ==================================================
2025-12-28 16:48:19 | INFO | [SYSTEM] | backend.bootstrap |    [INFO] Using Mock Models list.
2025-12-28 16:48:19 | INFO | [SYSTEM] | backend.bootstrap |    [INFO] Warming up Engine Singleton...
2025-12-28 16:48:19 | INFO | [SYSTEM] | backend.dependencies | [Dependencies] Initializing Singleton DB Client...
2025-12-28 16:48:19 | INFO | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Loading agents via AgentFactory...
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:48:19 | WARNING | [SYSTEM] | backend.agents.base | [BaseAgent] Hardcoded 'gemini' detected in model init: gemini/gemini-3-flash-preview
2025-12-28 16:48:19 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered GuardAgent (from backend.agents.guard)
2025-12-28 16:48:19 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered AnalystAgent (from backend.agents.analyst)
2025-12-28 16:48:19 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered InteractionAnalystAgent (from backend.agents.interaction)
2025-12-28 16:48:19 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered ProfilerAgent (from backend.agents.profiler)
2025-12-28 16:48:20 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered LogicianAgent (from backend.agents.logician)
2025-12-28 16:48:20 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered LogicalFalsifierAgent (from backend.agents.critics)
2025-12-28 16:48:20 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered FactualOverseerAgent (from backend.agents.critics)
2025-12-28 16:48:20 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered CausalAnalystAgent (from backend.agents.critics)
2025-12-28 16:48:20 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered PerformativityDetectorAgent (from backend.agents.critics)
2025-12-28 16:48:20 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered ArchivistAgent (from backend.agents.archivist)
2025-12-28 16:48:20 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered JudgeAgent (from backend.agents.judge)
2025-12-28 16:48:20 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered CoachAgent (from backend.agents.coach)
2025-12-28 16:48:21 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered XAIReporterAgent (from backend.agents.xai)
2025-12-28 16:48:21 | DEBUG | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Registered PanelAgent (from backend.agents.panel)
2025-12-28 16:48:21 | INFO | [SYSTEM] | backend.services.agent_registry | [AgentRegistry] Successfully loaded and registered 14 agents.
2025-12-28 16:48:21 | INFO | [SYSTEM] | backend.dependencies | [Dependencies] Initializing Singleton WorkflowEngine...
2025-12-28 16:48:21 | INFO | [SYSTEM] | backend.core.engine | [WorkflowEngine] initialized with DB at C:\Users\risto\OneDrive\quorum\backend\database\db_mock.json
2025-12-28 16:48:21 | INFO | [SYSTEM] | backend.bootstrap |    [INFO] Engine Ready.
2025-12-28 16:48:21 | INFO | [SYSTEM] | backend.bootstrap |    [INFO] Checking for interrupted jobs...
2025-12-28 16:48:21 | INFO | [SYSTEM] | backend.core.engine | [WorkflowEngine] Scanning for interrupted jobs...
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_part_begin with no data
2025-12-28 16:48:36 | DEBUG | [SYSTEM] | python_multipart.multipart | Calling on_header_field with data[36:55]
